100000,200000000,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736495,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100001,200001001,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736496,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100002,200002002,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736497,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100003,200003003,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736498,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100004,200004004,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736499,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100005,200005005,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736500,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100006,200006006,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736501,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100007,200007007,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736502,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100008,200008008,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736503,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100009,200009009,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736504,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100010,200010010,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736505,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100011,200011011,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736506,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100012,200012012,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736507,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100013,200013013,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736508,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100014,200014014,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736509,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100015,200015015,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736510,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100016,200016016,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736511,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100017,200017017,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736512,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100018,200018018,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736513,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100019,200019019,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736514,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100020,200000000,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736515,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100021,200001001,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736516,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100022,200002002,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736517,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100023,200003003,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736518,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100024,200004004,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736519,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100025,200005005,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736520,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100026,200006006,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736521,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100027,200007007,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736522,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100028,200008008,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736523,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100029,200009009,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736524,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100030,200010010,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736525,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
100031,200011011,1001,ATATYA,DRTDD,YYUYJGBB,CustomerStreet1,CustomerStreet2,Ccity,Cstate,34783,7483736526,67348343,GC,2398092,2.03,587657867,76669900,7878,4576,6867443
